,name,category,section,description,image,page,length [cm],depth [cm],height [cm]
18,JUE12,Juego,Futbolín  Juguete,Futbolín rojo de juguete,admin/img_prod/JUE12/JUE12-720x540.png,29,93,52,75
19,SIL12,Silla,Comedor  Isabelino  Salón,Silla isabelina negra tapizada damasco oro (diferentes),admin/img_prod/SIL12/SIL12 (HAY 2) 720x540.png,29,50,45,98
20,MEC12,Mecedora,Curvado,Mecedora curvada de nogal y rejilla,admin/img_prod/MEC12/MEC12-1-720x540.png,29,49,110,90
21,MOS12,Mostrador,Mercado  Rústico,Mostrador rústico,admin/img_prod/MOS12/MOS12-1-720x540.png,29,135,60,87
22,S12,Sofá,Frances  Salón  Sillería,Sofá Luis XV nogal tapizado tela flores,admin/img_prod/S12/S12-1-720x540.png,29,155,60,93
23,ILU12,Iluminación,,Cuadro de luz negro antiguo con cuchillas,admin/img_prod/ILU12/ILU12-720x540.png,29,120,15,90
24,PV12,Pie de vela,Descatalogado,Descatalogado,admin/img_prod/PV12/LOGOTIPO VAZQUEZ- 720x540.png,29,0,0,0
25,SEC12,Secreter,Descatalogado,Mueble secreter madera raíz,admin/img_prod/SEC12/LOGOTIPO VAZQUEZ- 720x540.png,29,0,0,0
26,VI12,Vitrina,,Vitrina de pared caoba estrecha,admin/img_prod/VI12/VI12-720x540.png,29,100,20,130
27,PEL12,Peluquería,,Sillones de barbería antiguos reclinables de hierro tapizados skay corinto,admin/img_prod/PEL12/PEL12-1-720x540.png,29,62,55,115
28,PER12,Perchero,Americano  Despacho  Recibidor,Perchero de pie curvado nogal,admin/img_prod/PER12/PER12-720x540.png,29,50,50,185
29,SR12,Silla de ruedas,Hospit,Silla de ruedas antigua de madera y rejilla,admin/img_prod/SR12/SR12-1-720x540.png,29,75,100,126
30,PC12,Pizarra,Colegio,Pizarra de colegio marco chapa pintado,admin/img_prod/PC12/PC12-720x540.png,29,125,7,90
31,CAM12,Cámara fotos y vídeo,Cámaras de fotos,Cámara de fotos antigua KODAK INSTAMATIC,admin/img_prod/CAM12/CAM12-720x540.png,29,1,1,1
32,JUZ12,Juzgado,Juzgados,Mazo de juez torneado con su tabla redonda,admin/img_prod/JUZ12/JUZ12-720x540.png,29,1,1,1
33,QIN12,Quinqués,,Quinqué imperio faunos,admin/img_prod/QIN12/QIN12-720x540.png,29,1,1,1
34,MOU12,Mobiliario urbano,Calle  Oficios  Profesiones,Carro de cartero amarillo con escudo blanco,admin/img_prod/MOU12/MOU12-1-720x540.png,29,0,0,0
35,ARA12,Atrezzo Árabe,Arabe,Bandeja árabe metal grabado con patas plegables,admin/img_prod/ARA12/ARA12-1-720x540.png,29,70,70,47
36,CARR12,Carretilla,Tienda,Carro de supermercado varilla,admin/img_prod/CARR12/CARR12-720x540.png,29,95,60,105
37,PAP12,Papelera,,Papelera laminada de aluminio,admin/img_prod/PAP12/PAP12-720x540.png,29,0,0,0
38,FIG12,Figuras,Adorno,Figura de escayola jaspeada hombre años 80,admin/img_prod/FIG12/FIG12-720x540.png,29,0,0,0
39,PLA12,Playa,Camping,Sillón de camping plegable tela rayas,admin/img_prod/PLA12/PLA12-720x540.png,29,0,0,0
40,REG12,Religión,Cruces  Religioso,Crucifijo de mesa,admin/img_prod/REG12/REG12-720x540.png,29,0,0,0
41,RU12,Rural,,Caldero de cobre con asa central,admin/img_prod/RU12/RU12-1-720x540.png,29,65,65,30
42,ALA13,Alacena,Cocina,Alacena de cocina metálica,admin/img_prod/ALA13/ALA13-1-720x540.png,29,92,38,170
43,ALF13,Alfombra,Arabe  Comedor  Salón,Alfombra persa roja y crema,admin/img_prod/ALF13/ALF13-720x540.png,29,290,200,1
44,AFC13,Alfombra de cama,Arabe  Dormitorio,Alfombrín de cama persa rojo,admin/img_prod/AFC13/AFC13-720x540.png,29,100,50,1
45,AP13,Aparador,Comedor  Modernista,"Vitrina aparador modernista a juego AP012, mal estado.",admin/img_prod/AP13/AP13-720x540.png,29,106,30,90
46,ARC13,Arcon,Arabe  Dormitorio,Arcón árabe tapa forma forrado terciopelo rojo y oro,admin/img_prod/ARC13/ARC13-1-720x540.png,29,118,50,72
47,AR13,Armario,Descatalogado,Descatalogado,admin/img_prod/AR13/LOGOTIPO VAZQUEZ- 720x540.png,29,0,0,0
0,ATR13,Atril,,Atril nogal columnas torneadas,admin/img_prod/ATR13/ATR13-1-720x540.png,30,47,40,137
1,BAC13,Banco,Arabe,Banco árabe con palos torneados,admin/img_prod/BAC13/BAC13-1-720x540.png,30,160,50,105
2,BAN13,Banqueta,Dormitorio,Banqueta tapizada verde,admin/img_prod/BAN13/BAN13-1-720x540.png,30,100,37,40
3,M13,Mesa,Auxiliar  Español,Mesa alta estilo español con hierros,admin/img_prod/M13/M13-1-720X540.png,30,100,40,94
4,BA13,Baño,Bañera  Rústico,Bañera de cinc redonda forma,admin/img_prod/BA13/BA13-1-720x540.png,30,85,85,78
5,BAU13,Baul,Almacenaje  Viaje,Baúl tapa forma chapa tiras madera,admin/img_prod/BAU13/BAU13-1-720x540.png,30,62,43,49
6,BEB13,Bebé,Descatalogado,,admin/img_prod/BEB13/LOGOTIPO VAZQUEZ- 720x540.png,30,0,0,0
7,ESC13,Escaleras,Rústico,Escalera de troncos,admin/img_prod/ESC13/ESC13-720x540.png,30,60,10,240
8,BIO13,Biombo,Dormitorio,Biombo 3 hojas tapizado tela rayas y figuras,admin/img_prod/BIO13/BIO13-720x540.png,30,135,5,145
9,CAB13,Caballete,Pintor,Caballete de pintor negro 3 pies,admin/img_prod/CAB13/CAB13-720x540.png,30,60,60,143
10,CAR13,Caja registradora,Tienda,Caja registradora con cajón Gold,admin/img_prod/CAR13/CAR13-720x540.png,30,40,43,30
11,CAJ13,Caja,Almacenaje  Cajas,Cajas de madera de embalaje diferentes,admin/img_prod/CAJ13/CAJ13-720x540.png,30,1,1,1
12,CA13,Cama,Dormitorio,Cabecero de cama tubo metal liso,admin/img_prod/CA13/CA13-720x540.png,30,140,8,118
13,REC13,Reclinatorio,Iglesia  Religioso,Reclinatorio recto tapizado damasco rojo,admin/img_prod/REC13/REC13-1-720x540.png,30,53,47,90
14,CSE13,Carro de servicio,Cocina  Comedor  Salón,Carro de servicio plegable blanco y amarillo,admin/img_prod/CSE13/CSE13-1-720x540.png,30,65,43,70
15,CO13,Cocinas,Electrodomestico,Placa de cocina mixta 4 fuegos con mandos,admin/img_prod/CO13/CO13-720x540.png,30,34,45,10
16,COM13,Comoda,Dormitorio  Isabelino,Cómoda isabelina nogal 3 cajones,admin/img_prod/COM13/COM-13-2-720x540.png,30,125,52,97
17,CON13,Consola,Recibidor  Renacimiento,Consola nogal tallada 8 patas salomónica,admin/img_prod/CON13/CON13-1-720x540.png,30,162,51,90
18,CU13,Cuadro,Desnudo  Retratos,Cuadro marco ancho madera fotografía desnudo (Tiziano),admin/img_prod/CU13/CU13-720x540.png,30,235,10,180
19,ANU13,Carteles y anuncios,Tienda,Cartel chapa jabón,admin/img_prod/ANU13/ANU13-720x540.png,30,15,1,15
20,ESP13,Espejo,Bar y cafetería,Cristal con papel orla con marco color,admin/img_prod/ESP13/ESP13-720x540.png,30,73,15,118
21,ES13,Estanteria,Rústico,Estantería de suelo de tabla pino,admin/img_prod/ES13/ES13-1-720x540.png,30,37,24,120
22,EST13,Estufa,Calefaccion,Estufa de butano crema Superser,admin/img_prod/EST13/EST13-1-720x540.png,30,37,42,70
23,ESTAT13,Estatua,,Estatua Tótem de fibra oscuro,admin/img_prod/ESTAT13/ESTAT13-1-720x540.png,30,42,42,240
24,GN13,Galan de noche,Dormitorio,Galán de noche tubo niquelado y madera,admin/img_prod/GN13/GN13-1-720x540.png,30,53,40,112
25,AGU13,Aguamaniles,Dormitorio,Aguamanil loza blanco con flores rosas,admin/img_prod/AGU13/AGU13-720x540.png,30,0,0,0
26,F13,Fichero,Americano  Despacho,Fichero madera claro de persiana,admin/img_prod/F13/F13-1-720x540.png,30,50,41,150
27,MUS13,Instrumentos musicales,Musica  Piano,Piano de pared auténtico nogal,admin/img_prod/MUS13/MUS13-1-720x540.png,30,162,82,100
28,ADO13,Adornos,Salón,Adorno pared madera recuerdo ciudades,admin/img_prod/ADO13/ADO13-720x540.png,30,1,1,1
29,DPT13,Deporte,Gimnasio,Banco de gimnasia skay negro,admin/img_prod/DPT13/GIM14-1-720x540.png,30,81,112,132
30,LAM13,Lámpara,Lámpara de mesa  Salón,Lámpara de mesa columna fina hierro,admin/img_prod/LAM13/LAM13-720x540.png,30,1,1,1
31,FUM13,Artículos de fumador,Cenicero,Cenicero grande madera y acero,admin/img_prod/FUM13/FUM13-720x540.png,30,1,1,1
32,CDM13,Centro de mesa,Adorno,Centro de mesa de cristal rayas colores,admin/img_prod/CDM13/CDM13-720x540.png,30,0,0,0
33,ASP13,Aspiradoras,Electrodomestico,Aspiradora redonda acero Electrolux,admin/img_prod/ASP13/ASP13-720x540.png,30,1,1,1
34,AZP13,Azulejos y platos de pared,Decoración,Azulejos con refranes diferentes,admin/img_prod/AZP13/AZP13-720x540.png,30,1,1,1
35,BAD13,Bandejas,Bar y cafetería,Bandejas de camarero antiguas grabadas,admin/img_prod/BAD13/BAD13-720x540.png,30,1,1,1
36,BYC13,Atrezzo de bar y cafetería,Bar y cafetería,Botellas de cristal de vino italianas antiguas,admin/img_prod/BYC13/BYC13(BAR13-720x540).png,30,1,1,1
37,COL13,Atrezzo colegio,Colegio,Cartera colegio skay negro con dibujo,admin/img_prod/COL13/COL13-720x540.png,30,1,1,1
38,DES13,Atrezzo despacho,Despacho  Escribanías y tinteros,Escribanía metal grabado 2 tinteros,admin/img_prod/DES13/DES13-720x540.png,30,1,1,1
39,ARM13,Armero,Medieval,Panoplia grande forrada roja con medio yelmo y espadas,admin/img_prod/ARM13/ARM13-720x540.png,30,100,120,20
40,BAS13,Bascula,Mercado  Tienda,Balanza de suelo con pie de hierro y 2 platos,admin/img_prod/BAS13/BAS13-1-720x540.png,30,110,40,126
41,BRA13,Brasero,Calefaccion,Brasero eléctrico mesa camilla niquelado,admin/img_prod/BRA13/BRA13-720x540.png,30,1,1,1
42,BRL13,Barril,Bidón,Bidón de chapa pequeño con asas,admin/img_prod/BRL13/BRL13-720x540.png,30,30,30,50
43,CST13,Moda y costura,Costurero,Costurero de mimbre,admin/img_prod/CST13/CST13-720x540.png,30,1,1,1
44,CHI13,Chimenea,,Pantalla de chimenea forja hierro remate bola metal.,admin/img_prod/CHI13/CHI13-720x540.png,30,119,18,60
45,CRI13,Cristalería,,Copas de coctel de cristal.,admin/img_prod/CRI13/CRI13-720x540.png,30,1,1,1
46,MC13,Macetero,Comedor  Salón,Macetero nogal 4 columnas torneadas,admin/img_prod/MC13/MC13-1-720x540.png,30,33,33,114
47,ME13,Mesilla,Dormitorio  Inglesa,Mesilla inglesa caoba 1 cajón y puertas,admin/img_prod/ME13/ME13-1-720x540.png,30,64,43,60
0,VET13,Ventilador,,Ventilador de mesa aspas grises,admin/img_prod/VET13/VET13-720x540.png,31,1,1,1
1,REL13,Reloj,Salón,Reloj de pared nogal esfera cuadrada con péndulo,admin/img_prod/REL13/REL13-720x540.png,31,1,1,1
2,TEL13,Telefonía,,Teléfono publico verde,admin/img_prod/TEL13/TLF13-720x540.png,31,0,0,0
3,MYN13,Maletas y neceseres de viaje,Viaje,Maleta fibra azul,admin/img_prod/MYN13/MYN13-720x540.png,31,70,45,25
4,MYC13,Maletines y carteras,,Maletines ejecutivo skay,admin/img_prod/MYC13/MYC13-720x540.png,31,0,0,0
5,LYR13,Libros y revistas,,Novelas,admin/img_prod/LYR13/LYR13-720x540.png,31,0,0,0
6,TOC13,Objetos de tocador,Tocador,Polveras de cartón antiguas,admin/img_prod/TOC13/TOC13-720x540.png,31,0,0,0
7,VAJ13,Vajilla,Cocina,Platos cristal Duralex transparente,admin/img_prod/VAJ13/VAJ13-720x540.png,31,0,0,0
8,JUG13,Juguetes,Juguete,Juego Lumirama antiguo con su caja,admin/img_prod/JUG13/JUG13-720x540.png,31,0,0,0
9,JAR13,Jarrones y jarras,Adorno  Decoración  Salón,Jarra plateada alta con tapa,admin/img_prod/JAR13/JAR13-720x540.png,31,0,0,0
10,MYS13,Tocadiscos y altavoces,Altavoces  Electrónica  Musica  Sonido,Altavoces pequeños caja madera frontal rejilla plástico,admin/img_prod/MYS13/MYS13-720x540.png,31,0,0,0
11,TP13,Tapices y estandartes,Palacio,Repostero raso crema con flores de lys y escudo real bordado,admin/img_prod/TP13/TP13-720x540.png,31,360,0,340
12,ML13,Librería,Americano  Despacho,LIBRERÍA DESPACHO AMERICANA PARTE CENTRAL VITRINA,admin/img_prod/ML13/ML13-720x540.png,31,215,42,200
13,MED13,Atrezzo medicina,Hospital  Medicina,Cajas esterilazadoras de acero antiguas,admin/img_prod/MED13/MED13-720x540.png,31,0,0,0
14,HOS13,Hospitales,Camillas  Hospital  Medicina,CAMILLA HIERRO NEGRA CON ESTRIBOS,admin/img_prod/HOS13/HOS13-1-720x540.png,31,185,60,80
15,VAA13,Atrezzo vario,,Llave grande antigua de hierro,admin/img_prod/VAA13/VAA13-720x540.png,31,0,0,0
16,AST13,Atrezzo astronomia,Astronomía,Telescopio plegables con su maleta,admin/img_prod/AST13/AST13-1-720x540.png,31,70,70,130
17,SI13,Sillón,Imperio  Salón  Sillería,Sillón imperio blanco y oro tapizado damasco morado,admin/img_prod/SI13/SI13-1-720x540.png,31,58,49,89
18,RAD13,Radios,,Radio antigua nogal con tocadiscos,admin/img_prod/RAD13/RAD13-720x540.png,31,1,1,1
19,JAM13,Jamuga,Medieval,Jamuga de hierro y bolas metal asiento tiras cuero,admin/img_prod/JAM13/JAM13 (HAY 5) 720x540.png,31,65,45,70
20,MV13,Muebles varios,Descatalogado,,admin/img_prod/MV13/LOGOTIPO VAZQUEZ- 720x540.png,31,0,0,0
21,JAU13,Jaula,,Jaula de alambre con adornos flores,admin/img_prod/JAU13/JAU13-720x540.png,31,1,1,1
22,JUE13,Juego,,Juego de la rana de hierro verde,admin/img_prod/JUE13/JUE13-1-720x540.png,31,1,1,1
23,SIL13,Silla,Imperio  Sillería,Silla imperio blanca y oro tapizada damasco morado,admin/img_prod/SIL13/SIL13-1-720x540.png,31,50,44,87
24,MEC13,Mecedora,Mimbre,Mecedora de mimbre,admin/img_prod/MEC13/MEC13-1-720x540.png,31,52,84,85
25,MOS13,Mostrador,,Ventanilla de banco antiguo de madera,admin/img_prod/MOS13/MOS13-1-720x540.png,31,278,54,95
26,TYV13,Televisores y vídeos,Televisor,"Televisión caja gris Samsung 28""",admin/img_prod/TYV13/TYV13-720x540.png,31,78,55,60
27,S13,Sofá,Imperio  Salón  Sillería,Sofá imperio blanco y oro tapizado damasco,admin/img_prod/S13/S13-1-720x540.png,31,145,55,89
28,ILU13,Iluminación,Calle,Farol de calle con palomilla grabada,admin/img_prod/ILU13/ILU013__MOU022_-removebg-preview.png,31,34,70,70
29,PV13,Pie de vela,Antorchero  Iglesia  Medieval,Antorchero de suelo 3 luces,admin/img_prod/PV13/PV13-720x540.png,31,0,0,0
30,SEC13,Secreter,Dormitorio,Secreter nogal con estantes,admin/img_prod/SEC13/SEC13-1-720x540.png,31,100,35,145
31,VI13,Vitrina,,Vitrina de pared oscura 2 puertas,admin/img_prod/VI13/VI13-720x540.png,31,107,40,130
32,PEL13,Peluquería,,Mostrador de peluquería tubo negro y formica con cajones,admin/img_prod/PEL13/PEL13-1-720x540.png,31,200,38,85
33,PER13,Perchero,Americano  Despacho  Recibidor,Perchero de pie curvado claro,admin/img_prod/PER13/PER13-720x540.png,31,50,50,190
34,SR13,Silla de ruedas,Descatalogado,Descatalogado,admin/img_prod/SR13/LOGOTIPO VAZQUEZ- 720x540.png,31,0,0,0
35,PC13,Pizarra,Colegio,Pizarra de colegio marco madera con pie,admin/img_prod/PC13/PC13-2-720x540.png,31,120,51,170
36,CAM13,Cámara fotos y vídeo,Cámaras de fotos,cámara de fotos antigua Optima AGFA,admin/img_prod/CAM13/CAM13-720x540.png,31,1,1,1
37,CEM13,Cementerio,Cruces,Cruz de cementerio figurada piedra,admin/img_prod/CEM13/CEM13-720x540.png,31,68,24,163
38,JUZ13,Juzgado,Juzgados,Mazo de juez torneado claro con su tabla redonda,admin/img_prod/JUZ13/JUZ13-720x540.png,31,1,1,1
39,QIN13,Quinqués,,Quinqué metal depósito bola,admin/img_prod/QIN13/QIN13-720x540.png,31,1,1,1
40,MOU13,Mobiliario urbano,Descatalogado,,admin/img_prod/MOU13/LOGOTIPO VAZQUEZ- 720x540.png,31,0,0,0
41,ARA13,Atrezzo Árabe,Descatalogado,,admin/img_prod/ARA13/LOGOTIPO VAZQUEZ- 720x540.png,31,0,0,0
42,CARR13,Carretilla,Tienda,Carro de limpieza gris,admin/img_prod/CARR13/CARR13-1-720x540.png,31,0,0,0
43,PAP13,Papelera,,Papelera de paja trenzada,admin/img_prod/PAP13/PAP13-720x540.png,31,0,0,0
44,FIG13,Figuras,Adorno,Figura de escayola mujer con niño,admin/img_prod/FIG13/FIG13-720x540.png,31,0,0,0
45,PLA13,Playa,Camping,Sillón de camping plegable tela flores,admin/img_prod/PLA13/PLA13-1-720x540.png,31,0,0,0
46,REG13,Religión,Cruces  Religioso,Crucifijo de pared damasco rojo y plata con pililla,admin/img_prod/REG13/REG13-720x540.png,31,29,5,48
47,RU13,Rural,Rústico  Oficios,Piedra de afilar con pie madera,admin/img_prod/RU13/RU13-1-720x540.png,31,90,50,95
0,ALA14,Alacena,Cocina  Español,Alacena cuarterones tallados,admin/img_prod/ALA14/ALA14-2-720x540.png,32,121,61,186
1,ALF14,Alfombra,Comedor  Salón,Alfombra flores colores,admin/img_prod/ALF14/ALF14-720x540.png,32,200,140,1
2,AFC14,Alfombra de cama,Dormitorio,Alfombrín de cama moqueta verde,admin/img_prod/AFC14/AFC14-720x540.png,32,98,50,1
3,AP14,Aparador,Comedor  Estilo mil novecientos,Aparador caoba 1900 2 cuerpos con tapa mármol,admin/img_prod/AP14/AP14-720x540.png,32,115,55,220
4,ARC14,Arcon,Rústico,Arcón liso pino con patas,admin/img_prod/ARC14/ARC14-1-720x540.png,32,115,62,74
5,AR14,Armario,Dormitorio,Armario nogal 1 puerta,admin/img_prod/AR14/AR14-1-720x540.png,32,67,57,176
6,ATR14,Atril,Iglesia  Religioso,Atril de mesa o de altar de madera pintado oro,admin/img_prod/ATR14/ATR14-720x540.png,32,1,1,1
7,BAC14,Banco,Rústico,Banco arca rústico madera,admin/img_prod/BAC14/BAC14-1-720x540.png,32,130,55,100
8,BAN14,Banqueta,,Banqueta tapizado marrón con fleco,admin/img_prod/BAN14/BAN14-1-720x540.png,32,58,43,35
9,M14,Mesa,Auxiliar  Español,Mesa estilo español patas salomónicas,admin/img_prod/M14/M14-1-720X540.png,32,84,53,69
10,BA14,Baño,Lavabo,Lavabo antiguo 2 grifos con pie,admin/img_prod/BA14/BA14-1-720x540.png,32,64,48,88
11,BAU14,Baul,Descatalogado,Descatalogado,admin/img_prod/BAU14/LOGOTIPO VAZQUEZ- 720x540.png,32,0,0,0
12,REC14,Reclinatorio,Enea  Iglesia  Religioso,Reclinatorio oscuro palos torneado y enea,admin/img_prod/REC14/REC14-1-720x540.png,32,44,38,88
13,BEB14,Bebé,Descatalogado,,admin/img_prod/BEB14/LOGOTIPO VAZQUEZ- 720x540.png,32,0,0,0
14,ESC14,Escaleras,Tienda,Escalera de 2 subidas de madera baja,admin/img_prod/ESC14/ESC14-1-720x540.png,32,58,40,82
15,BIO14,Biombo,Dormitorio,Biombo 3 hojas tapizado skay marrón,admin/img_prod/BIO14/BIO14-1-720x540.png,32,150,5,160
16,CAB14,Caballete,Pintor,Caballete de estudio plegable pintado,admin/img_prod/CAB14/CAB14-1-720x540.png,32,1,1,1
17,CAR14,Caja registradora,Calculadoras  Tienda,Calculadora con manivela y con cajón,admin/img_prod/CAR14/CAR14-720x540.png,32,32,42,25
18,CA14,Cama,Dormitorio,Cabecero para cama de 120 tapizado azul.,admin/img_prod/CA14/CA14-720x540.png,32,150,6,85
19,CSE14,Carro de servicio,Bar y cafetería,Carro de servicio lacado negro con asa,admin/img_prod/CSE14/CSE14-1-720x540.png,32,78,52,80
20,CO14,Cocinas,Varios cocina,Cocina  de carbón de hierro negra,admin/img_prod/CO14/CO14-1-720x540.png,32,93,64,82
21,COM14,Comoda,Dormitorio  Tocador,Tocador claro 5 cajones con chambrana,admin/img_prod/COM14/COM14-1-720x540.png,32,84,40,78
22,CON14,Consola,Inglesa  Recibidor,Consola inglesa tapa pintada marrón,admin/img_prod/CON14/CON14-1-720x540.png,32,193,60,80
23,CU14,Cuadro,Religioso,Cuadro sin marco fotografía juicio final (Tiziano),admin/img_prod/CU14/CU14-720x540.png,32,250,5,340
24,ANU14,Carteles y anuncios,Tienda,Cartel  antiguo chapa conservas Miau,admin/img_prod/ANU14/ANU14-720x540.png,32,5,1,15
25,ESP14,Espejo,Bar y cafetería,Espejo marco madera pintura mujer,admin/img_prod/ESP14/ESP14-720x540.png,32,97,15,158
26,ES14,Estanteria,Cocina  Rústico,Estante rústico tallado 3 baldas,admin/img_prod/ES14/ES14-720x540.png,32,70,14,51
27,EST14,Estufa,Calefaccion,Estufa de butano antigua negra,admin/img_prod/EST14/EST14-720x540.png,32,32,47,68
28,ESTAT14,Estatua,Religioso,Estatua Virgen con Niño de escayola,admin/img_prod/ESTAT14/ESTAT14-1-720x540.png,32,28,21,67
29,GN14,Galan de noche,Dormitorio,Galán de noche tubo niquelado,admin/img_prod/GN14/GN14-1-720x540.png,32,51,40,112
30,F14,Fichero,Americano  Despacho,Fichero de madera oscuro de persiana,admin/img_prod/F14/F14-1-720x540.png,32,50,40,127
31,MUS14,Instrumentos musicales,Musica,Funda de guitarra negra rígida,admin/img_prod/MUS14/MUS14-1 (INM)1-720x540.png,32,1,1,1
32,ADO14,Adornos,Salón,Adorno pared madera con figura pez,admin/img_prod/ADO14/ADO14-720x540.png,32,1,1,1
33,DPT14,Deporte,Gimnasio,Banco de remo antiguo de gimnasia,admin/img_prod/DPT14/GIM15-1-720x540.png,32,140,155,60
34,LAM14,Lámpara,Lámpara de mesa  Salón,Lámpara de mesa columna madera pintada,admin/img_prod/LAM14/LAM14-720X540.png,32,0,0,0
35,TYV14,Televisores y vídeos,Televisor,"Televisión antigua caja madera Philips 21""",admin/img_prod/TYV14/TYV14-1-720x540.png,32,0,0,0
36,FUM14,Artículos de fumador,Cenicero,Cenicero grande metacrilato colores y adornos marinos,admin/img_prod/FUM14/FUM14-720x540.png,32,1,1,1
37,ASP14,Aspiradoras,Electrodomestico,Aspiradora gris de casa,admin/img_prod/ASP14/ASP14-720x540.png,32,1,1,1
38,AZP14,Azulejos y platos de pared,Decoración,Azulejos de pared pintados diferentes,admin/img_prod/AZP14/AZP14-720x540.png,32,1,1,1
39,BAD14,Bandejas,Menaje,Bandejas chapa decorada,admin/img_prod/BAD14/BAD14-720x540.png,32,1,1,1
40,BYC14,Atrezzo de bar y cafetería,Bar y cafetería,Botellas con funda cuero licor,admin/img_prod/BYC14/BYC14(BAR14-720x540).png,32,1,1,1
41,COL14,Atrezzo colegio,Colegio,Cartera colegio skay negro y naranja,admin/img_prod/COL14/COL14-720x540.png,32,1,1,1
42,DES14,Atrezzo despacho,Despacho  Escribanías y tinteros,Escribanía de metal grabado 2 tinteros con campana,admin/img_prod/DES14/DES14-720x540.png,32,1,1,1
43,BAS14,Bascula,Mercado  Tienda,Balanza de suelo pie madera,admin/img_prod/BAS14/BAS14-720x540.png,32,1,1,1
44,BRA14,Brasero,Calefaccion,Brasero eléctrico mesa camilla rojo,admin/img_prod/BRA14/BRA14-720x540.png,32,1,1,1
45,BRL14,Barril,Bidón,Bidón de chapa con grifo,admin/img_prod/BRL14/BRL14-1-720x540.png,32,50,50,92
46,CST14,Moda y costura,Costurero,Costurero de tela,admin/img_prod/CST14/CST14-720x540.png,32,1,1,1
47,CHI14,Chimenea,,Par de morillos de hierro.,admin/img_prod/CHI14/CHI14-720x540.png,32,1,1,1
