,name,category,section,description,image,page,length [cm],depth [cm],height [cm]
8,SEC10,Secreter,Salón,Secreter alto oscuro,admin/img_prod/SEC10/SEC10-1-720x540.png,25,91,42,140
9,VI10,Vitrina,Iglesia,Vitrina hornacina nogal interior forrado,admin/img_prod/VI10/VI10-1-720x540.png,25,55,40,65
10,PEL10,Peluquería,Americano,Sillones de barbería antiguos de madera con reposapiés,admin/img_prod/PEL10/PEL10-1-720x540.png,25,54,57,116
11,PER10,Perchero,Italiano  Recibidor,Perchero de pared niquelado con espejo y cuadro perro,admin/img_prod/PER10/PER10-720x540.png,25,108,10,175
12,SR10,Silla de ruedas,Descatalogado,Descatalogado,admin/img_prod/SR10/LOGOTIPO VAZQUEZ- 720x540.png,25,0,0,0
13,PC10,Pizarra,Colegio,Pizarra de colegio marco chapa azul,admin/img_prod/PC10/PC10-720x540.png,25,243,5,122
14,CAM10,Cámara fotos y vídeo,Proyectores de super ocho,Proyector 8mm EUMIK MARK 216,admin/img_prod/CAM10/CAM10-720x540.png,25,1,1,1
15,JUZ10,Juzgado,Juzgados,Barandilla de juzgado nogal de 3´30 metros,admin/img_prod/JUZ10/JUZ10-720x540.png,25,330,7,85
16,QIN10,Quinqués,,Quinqué escayola pintada,admin/img_prod/QIN10/QIN10-720x540.png,25,1,1,1
17,ARA10,Atrezzo Árabe,Arabe,Bandeja árabe metal con pie,admin/img_prod/ARA10/ARA10-1-720x540.png,25,51,51,33
18,MOU10,Mobiliario urbano,Calle,Carcasa cajero automático gris,admin/img_prod/MOU10/MOU10-1-720x540.png,25,0,0,0
19,CDM10,Centro de mesa,Adorno,Centro de mesa de cristal,admin/img_prod/CDM10/CDM10-720x540.png,25,0,0,0
20,PAP10,Papelera,,Papelera de chapa redonda,admin/img_prod/PAP10/PAP10-720x540.png,25,0,0,0
21,FIG10,Figuras,Adorno,Figura de escayola grande Venus Milo,admin/img_prod/FIG10/FIG10-720x540.png,25,0,0,0
22,PLA10,Playa,Hamaca  Jardín,Hamaca de madera plegable pintada blanca,admin/img_prod/PLA10/PLA10-2-720x540.png,25,0,0,0
23,REG10,Religión,Cruces  Religioso  Gótico,Crucifijo madera talla cartón gótico,admin/img_prod/REG10/REG10-720x540.png,25,0,0,0
24,RU10,Rural,,Aguadera de esparto de burro,admin/img_prod/RU10/RU10-720x540.png,25,0,0,0
25,ALF11,Alfombra,Arabe  Comedor  Salón,Alfombra persa marrón,admin/img_prod/ALF11/ALF11-720x540.png,25,247,194,1
26,AFC11,Alfombra de cama,Arabe  Dormitorio,Alfombrín de cama persa azul con fleco,admin/img_prod/AFC11/AFC11-720x540.png,25,100,60,1
27,AP11,Aparador,Comedor  Estilo mil novecientos,Aparador 1900 claro 2 cuerpos,admin/img_prod/AP11/AP11-1-720x540.png,25,140,54,190
28,ARC11,Arcon,Palacio,Arcón tapa piramidal tapizado damasco verde,admin/img_prod/ARC11/ARC11-1-720x540.png,25,150,50,90
29,AR11,Armario,Dormitorio,Armario nogal 2 puertas molduras negras,admin/img_prod/AR11/AR11-1-720x540.png,25,136,58,239
30,ARM11,Armero,Rústico,Porta-lanzas rústico,admin/img_prod/ARM11/ARM11-1-720x540.png,25,100,20,120
31,ATD11,Ataud,,Ataúd de niño auténtico con cruz cobre,admin/img_prod/ATD11/ATD11-720x540.png,25,42,97,40
32,ATR11,Atril,,Atril tapizado,admin/img_prod/ATR11/ATR11-1-720x540.png,25,63,52,107
33,BAC11,Banco,Arabe,Banco árabe con celosía respaldo,admin/img_prod/BAC11/BAC11-1-720x540.png,25,160,50,105
34,BAN11,Banqueta,Imperio,Banqueta imperio caoba tapizada,admin/img_prod/BAN11/BAN11-1-720x540.png,25,56,40,46
35,M11,Mesa,Auxiliar  Español,Mesa estilo español patas torneadas con hierros,admin/img_prod/M11/M11-1-720x540.png,25,128,64,82
36,BA11,Baño,Bañera,Bañera acrílica patas garra doradas,admin/img_prod/BA11/BA011-1-removebg-preview.png,25,73,113,78
37,BRL11,Barril,Bidón,Bidón de chapa pequeño con asas y pitorros,admin/img_prod/BRL11/BRL11-720x540.png,25,30,30,60
38,BAS11,Bascula,Farmacia  Hospital,Báscula de farmacia figurada,admin/img_prod/BAS11/BAS11-1-720x540.png,25,30,38,90
39,BAU11,Baul,Almacenaje  Viaje,Baúl chapa tapa recta con patas,admin/img_prod/BAU11/BAU11-1-720x540.png,25,90,45,58
40,BEB11,Bebé,Descatalogado,,admin/img_prod/BEB11/LOGOTIPO VAZQUEZ- 720x540.png,25,0,0,0
41,ESC11,Escaleras,Rústico,Escalera de troncos,admin/img_prod/ESC11/ESC11-720x540.png,25,68,12,350
42,BIO11,Biombo,Dormitorio,Biombo 3 hojas forrado terciopelo marrón,admin/img_prod/BIO11/BIO11-720x540.png,25,117,4,170
43,CAB11,Caballete,Pintor,Caballete de pintor plegable de pino,admin/img_prod/CAB11/CAB11-720x540.png,25,60,60,143
44,CAR11,Caja registradora,Tienda,Caja registradora con cajón Gold (funciona),admin/img_prod/CAR11/CAR11-1-720x540.png,25,40,42,30
45,CAJ11,Caja,Almacenaje  Cajas,Caja de embalaje madera asas cuerda.,admin/img_prod/CAJ11/CAJ11-720x520.png,25,130,70,55
46,CA11,Cama,Dormitorio  Frances,Cama Luis XV caoba y pinturas,admin/img_prod/CA11/CA11-720x540.png,25,125,190,158
47,REC11,Reclinatorio,Iglesia  Religioso,Reclinatorio recto tapizado damasco rojo,admin/img_prod/REC11/REC11-1-720x540.png,25,42,38,90
0,ALA11,Alacena,Descatalogado,,admin/img_prod/ALA11/LOGOTIPO VAZQUEZ- 720x540.png,26,0,0,0
1,CSE11,Carro de servicio,Cocina  Comedor  Salón,Carro de servicio niquelado y cristal con asa y ruedas grandes,admin/img_prod/CSE11/CSE11-1-720x540.png,26,75,54,75
2,CARR11,Carretilla,Mercado  Tienda,Carro de supermercado varilla hierro,admin/img_prod/CARR11/CARR11-720x540.png,26,95,60,105
3,CH11,Chaiselongue,Descatalogado,Descatalogado.,admin/img_prod/CH11/LOGOTIPO VAZQUEZ- 720x540.png,26,1,1,1
4,CO11,Cocinas,Electrodomestico,Horno eléctrico de empotrar con mandos,admin/img_prod/CO11/CO11-720x540.png,26,60,45,60
5,COM11,Comoda,Dormitorio,Cómoda 4 cajones con marquetería,admin/img_prod/COM11/COM11-1-720x540.png,26,107,54,107
6,CON11,Consola,Frances  Recibidor,Consola Luis XV caoba y oro tallada,admin/img_prod/CON11/CON11-1-720x540.png,26,190,55,97
7,CU11,Cuadro,Retratos,Cuadro sin marco fotografía (Rubens),admin/img_prod/CU11/CU11-720x540.png,26,270,5,250
8,ANU11,Carteles y anuncios,Bar y cafetería,"Cartel antiguo chapa cerveza ""La Zaragozana""",admin/img_prod/ANU11/ANU11-720x540.png,26,15,1,15
9,ESP11,Espejo,Bar y cafetería,Espejo marco madera pintura mujer,admin/img_prod/ESP11/ESP11-720x540.png,26,97,15,157
10,ES11,Estanteria,Rústico,Estantería rústica tabla y listones,admin/img_prod/ES11/ES11-1-720x540.png,26,80,25,160
11,EST11,Estufa,Calefaccion,Estufa de petroleo negra,admin/img_prod/EST11/EST11-720x540.png,26,36,32,46
12,ESTAT11,Estatua,Griego,Estatua de fibra Adonis griego,admin/img_prod/ESTAT11/ESTAT11-1-720x540.png,26,60,60,173
13,GN11,Galan de noche,Dormitorio,Galán de noche metacrilato con ruedas,admin/img_prod/GN11/GN11-1-720x540.png,26,45,45,110
14,AGU11,Aguamaniles,Dormitorio,Jarra de aguamanil loza blanca lisa grande,admin/img_prod/AGU11/AGU11-720x450.png,26,1,1,1
15,F11,Fichero,Americano  Despacho,Fichero madera claro persiana doble,admin/img_prod/F11/F11-1-720x540.png,26,92,40,125
16,MUS11,Instrumentos musicales,Musica,Equipo de amplificadores con mesa de sonido,admin/img_prod/MUS11/MUS11-720x540.png,26,1,1,1
17,ADO11,Adornos,Salón,Adorno mesa plateado forma pera,admin/img_prod/ADO11/ADO11-720x540.png,26,1,1,1
18,DPT11,Deporte,Gimnasio,Banco de gimnasia de abdominales,admin/img_prod/DPT11/GIM12-1-720x540.png,26,110,60,50
19,LAM11,Lámpara,Lámpara de mesa  Salón,Lámpara de mesa columna cristal,admin/img_prod/LAM11/LAM11-720X540.png,26,0,0,0
20,FUM11,Artículos de fumador,Cenicero,Cenicero grande alpaca,admin/img_prod/FUM11/FUM11-720x540.png,26,1,1,1
21,ASP11,Aspiradoras,Electrodomestico,Aspiradora de casa amarilla con ruedas,admin/img_prod/ASP11/ASP11-720x540.png,26,1,1,1
22,AZP11,Azulejos y platos de pared,Decoración  Talavera,Platos de Talavera de pared diferentes,admin/img_prod/AZP11/AZP11-720x540.png,26,1,1,1
23,BAD11,Bandejas,Bar y cafetería,Bandejas antiguas de camarero,admin/img_prod/BAD11/BAD11-720x540.png,26,1,1,1
24,BYC11,Atrezzo de bar y cafetería,Bar y cafetería,Botellas de cristal transparente de agua antiguas,admin/img_prod/BYC11/BYC11(BAR11-720x540).png,26,1,1,1
25,COL11,Atrezzo colegio,Colegio,Cartera de colegio de tela y skay marrón,admin/img_prod/COL11/COL11-720x540.png,26,1,1,1
26,DES11,Atrezzo despacho,Despacho  Escribanías y tinteros,Escribanía mármol 2 tinteros con papelera,admin/img_prod/DES11/DES11-720x540.png,26,1,1,1
27,BRA11,Brasero,Descatalogado,DESCATALOGADO,admin/img_prod/BRA11/LOGOTIPO VAZQUEZ- 720x540.png,26,0,0,0
28,CST11,Moda y costura,Costurero,Costurero de madera plegable de mano,admin/img_prod/CST11/CST11-720x540.png,26,1,1,1
29,CEM11,Cementerio,Cruces,Cruz de cementerio figurada piedra,admin/img_prod/CEM11/CEM11-1-720x540.png,26,61,12,110
30,CHI11,Chimenea,,Pantalla de chimenea biombo madera decorada.,admin/img_prod/CHI11/CHI11-720x540.png,26,1,1,1
31,CRI11,Cristalería,,Copas de cristal forma de champan,admin/img_prod/CRI11/CRI11-720x540.png,26,1,1,1
32,MC11,Macetero,Salón  Comedor,Macetero madera tallada columna estriada,admin/img_prod/MC11/MC11-1-720x540.png,26,23,23,82
33,ME11,Mesilla,Dormitorio  Frances,Mesilla francesa nogal con cajón tallado,admin/img_prod/ME11/ME11-1-720x540.png,26,62,37,69
34,VET11,Ventilador,,Ventilador de mesa aspas verdes,admin/img_prod/VET11/VET11-720x540.png,26,1,1,1
35,REL11,Reloj,Salón,Reloj de pared de madera copete forma cristal al aire,admin/img_prod/REL11/REL11-720x540.png,26,1,1,1
36,TEL11,Telefonía,,Teléfono público americano,admin/img_prod/TEL11/TLF11-720x540.png,26,0,0,0
37,MYN11,Maletas y neceseres de viaje,Viaje,Maleta antigua cuero clara con funda lona y correas,admin/img_prod/MYN11/MYN11-720x540.png,26,80,50,25
38,MYC11,Maletines y carteras,,Carteras de cuero de fuelle,admin/img_prod/MYC11/MYC11-720x540.png,26,0,0,0
39,LYR11,Libros y revistas,,Libros de lectura infantiles y juveniles,admin/img_prod/LYR11/LYR11-720x540.png,26,0,0,0
40,TOC11,Objetos de tocador,Tocador,Juego de tocador plateado liso (espejo y peine),admin/img_prod/TOC11/TOC11-720x540.png,26,0,0,0
41,VAJ11,Vajilla,Cocina,Platos loza borde rayas,admin/img_prod/VAJ11/VAJ11-720x540.png,26,0,0,0
42,JUG11,Juguetes,Juguete,Naves espaciales de juguete con sus cajas,admin/img_prod/JUG11/JUG11-720x540.png,26,0,0,0
43,JAR11,Jarrones y jarras,Adorno  Decoración  Salón,Jarra metal con tapa,admin/img_prod/JAR11/JAR11-720x540.png,26,0,0,0
44,TYV11,Televisores y vídeos,Televisor,"Televisión LCD plano gris Ansonic 32""",admin/img_prod/TYV11/TYV11 720x540.png,26,0,0,0
45,MYS11,Tocadiscos y altavoces,Altavoces  Electrónica  Musica  Sonido,Altavoces pequeños caja madera clara,admin/img_prod/MYS11/MYS11-720x540.png,26,0,0,0
46,CDM11,Centro de mesa,Adorno,Centro de mesa de cristal azul grande,admin/img_prod/CDM11/CDM11-720x540.png,26,0,0,0
47,TP11,Tapices y estandartes,Castillo  Medieval,Repostero fieltro marrón con escudo central Castillo y León,admin/img_prod/TP11/TP11-720-540.png,26,140,0,215
0,ML11,Librería,Despacho  Italiano,Librería despacho italiana,admin/img_prod/ML11/ML11-1-720x540.png,27,170,30,152
1,MED11,Atrezzo medicina,Hospital  Medicina,Bandejas de porcelana antiguas de hospital,admin/img_prod/MED11/MED11-720x540.png,27,0,0,0
2,HOS11,Hospitales,Hospital  Medicina,Cama hospital antigua tubo blanco nudos,admin/img_prod/HOS11/HOS11-720x540.png,27,0,0,0
3,VAA11,Atrezzo vario,,Linternas de petaca,admin/img_prod/VAA11/VAA11-720x540.png,27,0,0,0
4,GRA11,Gramófonos y gramolas,Musica,Gramófono caja cuadrada negra con bocina,admin/img_prod/GRA11/GRA11-720x540.png,27,0,0,0
5,AST11,Atrezzo astronomia,Óptica,Prismáticos antiguos con su funda,admin/img_prod/AST11/AST11-720x540.png,27,1,1,1
6,SI11,Sillón,Frances  Salón  Sillería,Sillón Luis XV nogal tapizado tela flores,admin/img_prod/SI11/SI11-1-720x540.png,27,58,57,90
7,RAD11,Radios,,Radio antigua grande caja madera Telefunken,admin/img_prod/RAD11/RAD11-720x540.png,27,1,1,1
8,JAM11,Jamuga,Medieval,Jamuga respaldo tallado asiento cuero,admin/img_prod/JAM11/JAM11-1-720x540.png,27,57,53,87
9,MV11,Muebles varios,Taquillón,Taquillón con tapa mármol verde,admin/img_prod/MV11/MV11-720x540.png,27,177,31,72
10,JAU11,Jaula,,Jaula de madera pequeña,admin/img_prod/JAU11/JAU11-720x540.png,27,1,1,1
11,JUE11,Juego,,Visor de vistas de feria de madera con pie de metal,admin/img_prod/JUE11/JUE11-1-720x540.png,27,70,70,165
12,SIL11,Silla,Isabelino  Sillería,Silla isabelina negra tapizada damasco oro,admin/img_prod/SIL11/SIL11-1-720x540.png,27,50,45,98
13,MEC11,Mecedora,Salón,Mecedora caoba respaldo rejilla asiento negro,admin/img_prod/MEC11/MEC11-1-720x540.png,27,53,86,100
14,MOS11,Mostrador,Hotel  Tienda,Mostrador verde cuarterones,admin/img_prod/MOS11/MOS11-1-720x540.png,27,122,50,110
15,S11,Sofá,Frances  Salón  Sillería,Sofá Luis XV nogal tapizado tela flores,admin/img_prod/S11/S11-1-720x540.png,27,155,60,93
16,ILU11,Iluminación,,Cuadro de luces metálico gris 2 puertas,admin/img_prod/ILU11/ILU11-1-720x540.png,27,70,22,80
17,PV11,Pie de vela,Candelero  Iglesia  Medieval  Hachero,Hachero de suelo hierro trenzado con faldón cruces,admin/img_prod/PV11/PV11-720x540.png,27,32,32,150
18,SEC11,Secreter,Descatalogado,Bureau americano de persiana,admin/img_prod/SEC11/SEC11-1-removebg-preview.png,27,115,75,115
19,VI11,Vitrina,,Vitrina de pared roble puerta cristal prensado,admin/img_prod/VI11/VI11-720x540.png,27,63,26,102
20,PEL11,Peluquería,,Sillones de peluquería pie niquelado tapizados skay gris,admin/img_prod/PEL11/PEL11-1-720x540.png,27,50,56,72
21,PER11,Perchero,Italiano  Recibidor,Perchero de pared niquelado con formica y skay verde,admin/img_prod/PER11/PER11-720x540.png,27,95,15,175
22,SR11,Silla de ruedas,Hospital,Silla de rueda plegable tapizada skay azul con reposapies,admin/img_prod/SR11/SR11 720x540.png,27,60,115,120
23,PC11,Pizarra,Colegio,Pizarra de colegio marco chapa marrón,admin/img_prod/PC11/PC11-720x540.png,27,250,5,125
24,CAM11,Cámara fotos y vídeo,Cámaras de fotos,Cámara de fotos reflex antigua FUJICA,admin/img_prod/CAM11/CAM11-720x540.png,27,1,1,1
25,JUZ11,Juzgado,Juzgados,Mazo de juez liso con su tabla rectangular,admin/img_prod/JUZ11/JUZ11-720x540.png,27,1,1,1
26,QIN11,Quinqués,,Quinqué estaño adorno ángel,admin/img_prod/QIN11/QIN11-720x540.png,27,1,1,1
27,MOU11,Mobiliario urbano,Calle  Oficios  Profesiones,Boca de incendio roja,admin/img_prod/MOU11/MOU11-720x540.png,27,0,0,0
28,ARA11,Atrezzo Árabe,Arabe,Mesa árabe hexagonal tapa celosía,admin/img_prod/ARA11/ARA11-1-720x540.png,27,40,40,50
29,PAP11,Papelera,,Papelera de chapa cuadrada,admin/img_prod/PAP11/PAP11-720x540.png,27,0,0,0
30,FIG11,Figuras,Adorno,Figura de escayola grande jaspeada hombre años 80,admin/img_prod/FIG11/FIG11-720x540.png,27,0,0,0
31,PLA11,Playa,Camping,Sillón de camping tumbona plegable tela rayas,admin/img_prod/PLA11/PLA11-1-720x540.png,27,58,60,85
32,REG11,Religión,Cruces  Religioso  Románico,Crucifijo talla madera románico,admin/img_prod/REG11/REG11-720x540.png,27,0,0,0
33,RU11,Rural,Rústico  Oficios,Tajo de madera de patas,admin/img_prod/RU11/RU11-720x540.png,27,0,0,0
34,ALA12,Alacena,Cocina,Alacena de cocina pintada,admin/img_prod/ALA12/ALA12-1-720x540.png,27,80,30,160
35,ALF12,Alfombra,Comedor  Salón,Alfombra crema con flores,admin/img_prod/ALF12/ALF12-720x540.png,27,230,160,1
36,AFC12,Alfombra de cama,Arabe  Dormitorio,Alfombrín de cama persa rojo,admin/img_prod/AFC12/AFC12-720x540.png,27,98,48,1
37,AP12,Aparador,Comedor  Modernista,"Aparador modernista oscuro con copete, mal estado.",admin/img_prod/AP12/AP12-1-720x540.png,27,110,45,95
38,ARC12,Arcon,Dormitorio,Arcón tapizado damasco rojo con asas,admin/img_prod/ARC12/ARC12-1-720x540.png,27,100,36,59
39,AR12,Armario,Descatalogado,Descatalogado,admin/img_prod/AR12/LOGOTIPO VAZQUEZ- 720x540.png,27,0,0,0
40,ARM12,Armero,Medieval,Porta espadas madera con escudos,admin/img_prod/ARM12/ARM12-720x540.png,27,100,180,75
41,ATD12,Ataud,,Ataúd de bebé con cruz ambientado,admin/img_prod/ATD12/ATD12-720x540.png,27,24,62,24
42,ATR12,Atril,,Atril figurado subastas madera nogal,admin/img_prod/ATR12/ATR12-1-720x540.png,27,53,85,141
43,BAC12,Banco,Rústico,Banco arca rústico madera,admin/img_prod/BAC12/BAC12-720x540.png,27,170,58,107
44,BAN12,Banqueta,Cubista,Banqueta cubista asiento tapizado,admin/img_prod/BAN12/BAN12-1-720x540.png,27,58,48,45
45,M12,Mesa,Auxiliar  Español,Mesa alta estilo español patas torneadas,admin/img_prod/M12/M12-1-720x540.png,27,110,75,76
46,BA12,Baño,Bañera  Rústico,Bañera de cinc respaldo forma,admin/img_prod/BA12/BA12-1-720x540.png,27,62,130,65
47,BRL12,Barril,Bidón,Bidón de chapa pequeño con asas y grifo,admin/img_prod/BRL12/BRL12-1-720x540.png,27,40,40,75
0,BAU12,Baul,Almacenaje  Viaje,Baúl chapa cinchas madera,admin/img_prod/BAU12/BAU12-1-720x540.png,28,81,44,50
1,BEB12,Bebé,Descatalogado,,admin/img_prod/BEB12/LOGOTIPO VAZQUEZ- 720x540.png,28,0,0,0
2,ESC12,Escaleras,Almacenaje,Escalera de tubo cuadrado hierro,admin/img_prod/ESC12/ESC12-720x540.png,28,42,4,207
3,BIO12,Biombo,Dormitorio,Biombo 4 hojas madera nogal,admin/img_prod/BIO12/BIO12-1-720x540.png,28,220,5,185
4,CAB12,Caballete,Pintor,Caballete de estudio plegable,admin/img_prod/CAB12/CAB12-720x540.png,28,48,48,150
5,CAR12,Caja registradora,Tienda,Caja registradora con cajón Cimo,admin/img_prod/CAR12/CAR12-720x540.png,28,33,43,35
6,CAJ12,Caja,Almacenaje  Cajas,Caja de fruta de madera.,admin/img_prod/CAJ12/CAJ12-720x520.png,28,1,1,1
7,CA12,Cama,Años setenta  Cabecero  Dormitorio,Cabecero tapizado capitoné skay crema.,admin/img_prod/CA12/CA12-720x540.png,28,256,5,80
8,REC12,Reclinatorio,Iglesia  Religioso,Reclinatorio nogal con cruz tapizado terciopelo rojo,admin/img_prod/REC12/REC12-1-720x540.png,28,50,50,85
9,CSE12,Carro de servicio,Cocina  Comedor  Salón,Carro de servicio ovalado metal y cristal con asa,admin/img_prod/CSE12/CSE12-720x540.png,28,60,40,78
10,CO12,Cocinas,Electrodomestico,Placa de cocina eléctrica 4 fuegos con mandos,admin/img_prod/CO12/CO12-720x540.png,28,60,44,10
11,COM12,Comoda,Dormitorio,Cómoda nogal 6 cajones y columnas,admin/img_prod/COM12/COM12-1-720x540.png,28,114,56,112
12,CON12,Consola,Frances  Recibidor,Consola nogal Luis XV rayado oro,admin/img_prod/CON12/CON12-1-720x540.png,28,104,46,83
13,CU12,Cuadro,Desnudo  Retratos,Cuadro marco ancho madera fotografía mujer desnuda,admin/img_prod/CU12/CU12-720x540.png,28,300,10,200
14,ANU12,Carteles y anuncios,Bar y cafetería,Cartel  antiguo chapa Frigo,admin/img_prod/ANU12/ANU12-720x540.png,28,15,1,15
15,ESP12,Espejo,Bar y cafetería,Cristal pintado mujer marco madera,admin/img_prod/ESP12/ESP12-720x540.png,28,85,15,152
16,ES12,Estanteria,Despacho,Estantería suelo negra recta,admin/img_prod/ES12/ES12-1-720x540.png,28,100,30,100
17,EST12,Estufa,Calefaccion,Estufa de petroleo portátil verde,admin/img_prod/EST12/EST12-720x540.png,28,34,25,40
18,ESTAT12,Estatua,Colegio  Esqueleto  Medicina,Esqueleto completo de laboratorio con pie,admin/img_prod/ESTAT12/ESTAT12-720x540.png,28,40,40,165
19,GN12,Galan de noche,Dormitorio,Galán de noche tubo cuadrado blanco,admin/img_prod/GN12/GN12-720x540.png,28,46,25,110
20,AGU12,Aguamaniles,Dormitorio,Jarra de aguamanil grande madera,admin/img_prod/AGU12/AGU12-720x450.png,28,1,1,1
21,F12,Fichero,Americano  Despacho,Fichero madera oscuro persiana doble,admin/img_prod/F12/F12-1-720x540.png,28,100,41,138
22,MUS12,Instrumentos musicales,Musica,Batería de música completa,admin/img_prod/MUS12/MUS12-720x540.png,28,1,1,1
23,ADO12,Adornos,Salón,Jarra cobre,admin/img_prod/ADO12/ADO12-720x540.png,28,1,1,1
24,DPT12,Deporte,Gimnasio,Banco de remo antiguo de gimnasia,admin/img_prod/DPT12/DPT12-1-720x540.png,28,100,60,60
25,LAM12,Lámpara,Lámpara de mesa  Salón,Lámpara de mesa columna cristal tallada,admin/img_prod/LAM12/LAM12-720X540.png,28,0,0,0
26,FUM12,Artículos de fumador,Cenicero,Cenicero grande loza blanca y azul,admin/img_prod/FUM12/FUM12-720x540.png,28,1,1,1
27,ASP12,Aspiradoras,Electrodomestico,Aspiradora negra cilíndrica industrial,admin/img_prod/ASP12/ASP12-720x540.png,28,1,1,1
28,AZP12,Azulejos y platos de pared,Decoración,Adornos de barro de pared diferentes,admin/img_prod/AZP12/AZP12-720x540.png,28,1,1,1
29,BAD12,Bandejas,Bar y cafetería,Bandejas árabes cinceladas,admin/img_prod/BAD12/BAD12-720x540.png,28,1,1,1
30,BYC12,Atrezzo de bar y cafetería,Bar y cafetería,Botellas de cristal tallado antiguas,admin/img_prod/BYC12/BYC12(BAR12-720x540).png,28,1,1,1
31,COL12,Atrezzo colegio,Colegio,Cartera colegio azul,admin/img_prod/COL12/COL12-720x540.png,28,1,1,1
32,DES12,Atrezzo despacho,Despacho  Escribanías y tinteros,Escribanía metal 2 tinteros,admin/img_prod/DES12/DES12-720x540.png,28,1,1,1
33,BAS12,Bascula,Farmacia  Hospital,Balanza de farmacia de madera con pesas,admin/img_prod/BAS12/BAS12-720x540.png,28,1,1,1
34,BRA12,Brasero,Calefaccion,Brasero metal con pie madera,admin/img_prod/BRA12/BRA12-720x540.png,28,1,1,1
35,CST12,Moda y costura,Costurero,Costurero caja forrada,admin/img_prod/CST12/CST12-720x540.png,28,1,1,1
36,CEM12,Cementerio,,Tumba de cementerio figurada piedra,admin/img_prod/CEM12/CEM12-720x540.png,28,66,186,12
37,CHI12,Chimenea,,Pantalla de chimenea forja hierro cobrizada.,admin/img_prod/CHI12/CHI12-720x540.png,28,123,2,77
38,CRI12,Cristalería,,Copas de champan cristal verde y hojas doradas.,admin/img_prod/CRI12/CRI12-720x540.png,28,1,1,1
39,MC12,Macetero,Columna  Jardín,Columna de alabastro redonda,admin/img_prod/MC12/MC12-1-720x540.png,28,24,24,100
40,ME12,Mesilla,Dormitorio,Mesilla blanca redonda con tapa tela,admin/img_prod/ME12/ME12-1-720x540.png,28,66,40,70
41,VET12,Ventilador,,Ventilador de mesa aspas crema,admin/img_prod/VET12/VET12-720x540.png,28,1,1,1
42,REL12,Reloj,Salón,Reloj de pared madera talla modernista,admin/img_prod/REL12/REL12-720x540.png,28,1,1,1
43,TEL12,Telefonía,,Teléfono público verde,admin/img_prod/TEL12/TLF12-720x540.png,28,0,0,0
44,MYN12,Maletas y neceseres de viaje,Viaje,Maleta antigua fibra jaspeada borde marrón,admin/img_prod/MYN12/MYN12-720x540.png,28,50,35,25
45,MYC12,Maletines y carteras,,Maletines grandes fibra negra,admin/img_prod/MYC12/MYC12-720x540.png,28,0,0,0
46,LYR12,Libros y revistas,,Libros antiguos pergamino figurado,admin/img_prod/LYR12/LYR12-720x540.png,28,0,0,0
47,CDM12,Centro de mesa,Adorno,Centro de mesa cristal peana plateada,admin/img_prod/CDM12/CDM12-720x540.png,28,0,0,0
0,TOC12,Objetos de tocador,Tocador,Perfumadores antiguos de cristal con pera,admin/img_prod/TOC12/TOC12-720x540.png,29,0,0,0
1,VAJ12,Vajilla,Cocina,Platos cristal Duralex caramelo,admin/img_prod/VAJ12/VAJ12-720x540.png,29,0,0,0
2,JUG12,Juguetes,Juguete,Juego antiguo La Cucaracha con su caja,admin/img_prod/JUG12/JUG12-720x540.png,29,0,0,0
3,JAR12,Jarrones y jarras,Adorno  Decoración  Salón,Jarra plateada alta,admin/img_prod/JAR12/JAR12-720x540.png,29,0,0,0
4,TYV12,Televisores y vídeos,Televisor,Televisión caja negra Saivod,admin/img_prod/TYV12/TYV12-720x540.png,29,0,0,0
5,MYS12,Tocadiscos y altavoces,Altavoces  Electrónica  Musica  Sonido,Altavoces pequeños caja madera frontal rejilla,admin/img_prod/MYS12/MYS12-720x540.png,29,0,0,0
6,TP12,Tapices y estandartes,Castillo  Medieval,Repostero fieltro verde escudo central con fleco,admin/img_prod/TP12/TP12-720x540.png,29,175,0,200
7,ML12,Librería,Americano  Despacho,Librería despacho americana con ficheros persiana,admin/img_prod/ML12/ML12-1-720x540.png,29,192,41,200
8,MED12,Atrezzo medicina,Hospital  Medicina,Recipiente esterilizador,admin/img_prod/MED12/MED12-720x540.png,29,0,0,0
9,HOS12,Hospitales,Hospital  Medicina,Cama hospital tubo blanco fino,admin/img_prod/HOS12/HOS12-720x540.png,29,0,0,0
10,VAA12,Atrezzo vario,,Linternas,admin/img_prod/VAA12/VAA12-720x540.png,29,0,0,0
11,GRA12,Gramófonos y gramolas,Musica,Gramola-tocadiscos antiguo de maleta,admin/img_prod/GRA12/GRA12-720x540.png,29,0,0,0
12,AST12,Atrezzo astronomia,Óptica,Catalejo cuero y metal,admin/img_prod/AST12/AST12-720x540.png,29,1,1,1
13,SI12,Sillón,Frances  Salón  Sillería,Sillón Luis XVI nogal tapizado tela flores,admin/img_prod/SI12/SI12-1-720x540.png,29,58,57,90
14,RAD12,Radios,,Radio antigua grande caja madera Telefunken,admin/img_prod/RAD12/RAD12-720x540.png,29,1,1,1
15,JAM12,Jamuga,Medieval,Jamuga fija tallada asiento y respaldo terciopelo,admin/img_prod/JAM12/JAM12-1-720x540.png,29,67,57,93
16,MV12,Muebles varios,Cubista  Secreteres,Mueble secreter cubista,admin/img_prod/MV12/MV12-720X540.png,29,50,37,136
17,JAU12,Jaula,,Jaula de alambre cuadrada grande,admin/img_prod/JAU12/JAU12-720x540.png,29,1,1,1
